,name,year_x,metascore,userscore,openscore,action,fighting,first-person,flight,party,puzzle,racing,real-time,role-playing,simulation,sports,strategy,third-person,turn-based,wargame,wrestling
2519,"Bury me, my Love",2019,75.0,5.3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2520,Everybody's Golf VR,2019,74.0,7.9,75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2521,Code Vein,2019,72.33333333333333,7.866666666666667,75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2522,Dead or Alive 6,2019,73.66666666666667,5.333333333333333,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,Gato Roboto,2019,75.5,7.65,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,John Wick Hex,2019,74.0,3.5,74,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2525,GreedFall,2019,74.66666666666667,8.0,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2526,Zanki Zero: Last Beginning,2019,72.0,5.9,74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2527,Rad,2019,72.25,6.425000000000002,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,Heaven's Vault,2019,73.0,4.95,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,Assetto Corsa Competizione,2019,77.0,6.7,74,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2530,Team Sonic Racing,2019,72.0,7.8,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2531,Deliver Us The Moon,2019,74.0,8.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,Aftercharge,2019,69.0,6.3,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2533,Tannenberg,2019,69.0,8.7,73,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2534,Marvel Ultimate Alliance 3: The Black Order,2019,73.0,7.2,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2535,Need for Speed Heat,2019,75.0,6.95,73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2536,Cricket 19,2019,73.0,8.4,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2537,The Liar Princess and the Blind Prince,2019,70.5,7.0,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2538,God Eater 3,2019,72.0,7.199999999999998,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2539,Super Cane Magic ZERO,2019,68.5,6.15,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2540,Moons of Madness,2019,71.0,6.9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,Exception,2019,71.0,6.566666666666667,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,198X,2019,68.0,5.35,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Feudal Alloy,2019,76.0,7.6,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,A Fisherman's Tale,2019,74.0,5.45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,Overland,2019,69.0,7.1,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2546,Saints Row: The Third - The Full Package,2019,70.0,5.8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,The Sojourn,2019,74.0,6.933333333333334,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,Days Gone,2019,71.0,8.0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Dark Devotion,2019,72.0,7.3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,Draugen,2019,73.0,7.1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,Minoria,2019,73.0,7.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,Erica,2019,69.0,7.0,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2553,Tiny Metal: Full Metal Rumble,2019,77.0,8.0,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2554,Etherborn,2019,69.33333333333333,7.400000000000001,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2555,Sea of Solitude,2019,68.33333333333333,6.7666666666666675,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2556,Falcon Age,2019,70.0,6.3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,Oninaki,2019,68.5,6.2,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2558,Daemon X Machina,2019,68.0,7.1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2559,Melbits World,2019,71.0,6.8,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,Earth Defense Force: Iron Rain,2019,69.0,5.5,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2561,Genesis Alpha One,2019,66.66666666666667,3.633333333333333,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,World War Z,2019,70.0,6.0,70,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,Dawn of Man,2019,74.0,6.7,70,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2564,The Blackout Club,2019,68.0,7.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,Layers of Fear 2,2019,67.0,6.366666666666667,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2566,Lapis x Labyrinth,2019,71.0,6.0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2567,Hitman HD Enhanced Collection,2019,69.0,2.2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,Crystar,2019,69.0,6.2,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2569,Rain of Reflections: Chapter 1,2019,68.0,6.2058823529411775,70,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2570,Project Nimbus: Complete Edition,2019,68.0,6.2058823529411775,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2571,Felix the Reaper,2019,69.66666666666667,7.566666666666667,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2572,Weedcraft Inc,2019,67.0,7.2,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2573,Conan Unconquered,2019,62.0,4.8,70,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2574,Death end re;Quest,2019,71.0,7.5,69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2575,NASCAR Heat 4,2019,74.0,7.3,69,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2576,Effie,2019,68.0,7.1,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,ChromaGun VR,2019,64.0,5.5,69,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,Blair Witch,2019,67.5,6.449999999999998,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2579,Ghostbusters: The Video Game Remastered,2019,68.0,6.233333333333333,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,Assassin's Creed III Remastered,2019,69.66666666666667,5.166666666666667,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,The Sinking City,2019,65.5,6.5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,Space Junkies,2019,70.0,4.7,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,Steel Division 2,2019,73.0,8.0,69,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2584,MediEvil,2019,67.0,8.3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,Citizens of Space,2019,63.0,5.013333333333334,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2586,Warsaw,2019,64.0,7.5,68,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2587,Night Call,2019,68.0,5.4,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2588,Pathway,2019,68.0,6.7,68,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2589,MXGP 2019,2019,69.0,5.802941176470588,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2590,Degrees of Separation,2019,67.5,5.485294117647059,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2591,Pathologic 2,2019,67.0,8.3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,Riverbond,2019,66.5,5.9,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2593,Darksiders III: Keepers of the Void,2019,59.0,2.0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2594,Travis Strikes Again: No More Heroes,2019,67.0,7.8,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2595,Warhammer: Chaosbane,2019,68.33333333333333,5.166666666666667,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2596,Tech Support: Error Unknown,2019,70.0,7.2,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2597,The Angry Birds Movie 2 VR: Under Pressure,2019,70.0,7.9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2598,Intruders: Hide and Seek,2019,62.0,6.3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,Deadly Premonition Origins,2019,70.0,7.4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2600,Double Cross,2019,67.0,6.7,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2601,The Occupation,2019,66.66666666666667,3.733333333333333,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,RICO,2019,70.0,6.5,67,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2603,Mini-Mech Mayhem,2019,67.0,5.9,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2604,Metal Wolf Chaos XD,2019,61.0,5.966666666666666,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2605,Senran Kagura Burst Re:Newal,2019,65.0,4.2,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2606,Ancestors: The Humankind Odyssey,2019,64.0,5.9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2607,Wolfenstein: Youngblood,2019,66.25,2.625,66,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2608,Fitness Boxing,2019,66.0,7.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2609,Automachef,2019,68.0,6.2058823529411775,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2610,Dry Drowning,2019,65.0,8.0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2611,American Fugitive,2019,66.66666666666667,6.135294117647059,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,Windscape,2019,66.0,5.769230769230767,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2613,Rebel Cops,2019,69.0,6.3,66,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2614,Snooker 19,2019,66.0,5.609157509157509,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2615,Travis Strikes Again: No More Heroes - Complete Edition,2019,67.0,3.0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2616,The Hong Kong Massacre,2019,69.5,5.800000000000002,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,Pagan Online,2019,64.0,6.1,65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2618,Redeemer: Enhanced Edition,2019,66.5,6.384615384615384,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,Truberbrook,2019,76.0,6.81111111111111,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2620,Elli,2019,67.0,6.389473684210527,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2621,Sniper Elite V2 Remastered,2019,65.25,5.325,65,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2622,Solo: Islands of the Heart,2019,55.0,4.6000000000000005,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,Dangerous Driving,2019,63.5,4.5,64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2624,Outward,2019,64.66666666666667,7.366666666666667,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2625,Little Town Hero,2019,64.0,4.4,63,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2626,Super Monkey Ball: Banana Blitz HD,2019,62.5,5.699999999999998,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,The World Next Door,2019,63.0,6.3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,Close to the Sun,2019,65.0,4.9,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,Arcade Classics Anniversary Collection,2019,61.5,5.140909090909091,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2630,Groundhog Day: Like Father Like Son,2019,62.0,5.0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,Jet Kave Adventure,2019,67.0,6.4,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,A Knight's Quest,2019,62.0,4.15,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,Crackdown 3,2019,57.0,3.45,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2634,Destiny Connect: Tick-Tock Travelers,2019,57.0,5.3,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2635,Rainswept,2019,67.0,6.4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2636,Vambrace: Cold Soul,2019,59.0,5.1625,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,Senran Kagura: Peach Ball,2019,62.0,7.6,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,Super Neptunia RPG,2019,61.0,4.5,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2639,The Church in the Darkness,2019,60.33333333333334,4.266666666666667,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,Mage's Initiation: Reign of the Elements,2019,70.0,6.8,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,Immortal Legacy: The Jade Cipher,2019,59.0,7.6,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2642,Stranger Things 3: The Game,2019,60.33333333333334,5.7333333333333325,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,Warlocks 2: God Slayers,2019,60.0,7.2,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2644,Catan,2019,61.0,2.0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,Bitlogic - A Cyberpunk Arcade Adventure,2019,55.0,4.6000000000000005,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,Jupiter & Mars,2019,58.0,5.3,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2647,Anthem,2019,59.33333333333334,3.766666666666667,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2648,YIIK: A Postmodern RPG,2019,63.0,4.233333333333333,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2649,Massira,2019,60.0,5.5,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2650,The Princess Guide,2019,57.0,4.6,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2651,The LEGO Movie 2 Videogame,2019,59.33333333333334,3.333333333333333,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,The Caligula Effect: Overdose,2019,62.0,6.199999999999998,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2653,RemiLore: Lost Girl in the Lands of Lore,2019,61.0,6.4,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654,Warparty,2019,62.0,5.4,59,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2655,Warplanes: WW2 Dogfight,2019,56.0,4.4,59,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2656,The Padre,2019,54.0,4.566666666666666,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Daymare: 1998,2019,62.0,6.6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,Vicious Circle,2019,58.0,4.659999999999998,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Zombie Driver: Immortal Edition,2019,60.0,5.781818181818182,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Xenon Racer,2019,64.0,5.85,57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2661,Feather,2019,54.0,4.566666666666666,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2662,The Bradwell Conspiracy,2019,57.0,4.271428571428571,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,Headspun,2019,50.0,4.825,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,Eden-Tomorrow,2019,52.0,5.7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2665,SolSeraph,2019,55.5,4.129999999999999,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Little Friends: Dogs & Cats,2019,53.0,3.95,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2667,The Forbidden Arts,2019,50.0,4.825,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2668,Dance of Death: Du Lac & Fey,2019,51.0,5.8,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2669,Silver Chains,2019,51.0,5.4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Fimbul,2019,52.0,1.8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,Contra: Rogue Corps,2019,49.66666666666666,4.6000000000000005,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Grimshade,2019,54.0,4.566666666666666,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2673,Whipseey and the Lost Atlas,2019,54.0,4.566666666666666,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,Vane,2019,49.0,5.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,Monster Jam Steel Titans,2019,47.0,5.4,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2676,Devil's Hunt,2019,48.0,5.6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,Generation Zero,2019,48.66666666666666,5.566666666666666,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2678,Wolfenstein: Cyberpilot,2019,50.0,3.8,49,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2679,The Great Perhaps,2019,54.0,7.6,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680,Eternity: The Last Unicorn,2019,36.0,5.0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2681,WWE 2K20,2019,42.0,1.2,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2682,FIFA 20: Legacy Edition,2019,43.0,0.8,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2683,Decay of Logos,2019,49.0,4.6,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2684,Left Alive,2019,37.0,8.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
