,name,platform,metascore,userscore,year,mean_userscore
546,A Fisherman's Tale,PS4,70,4.9,2019,6.642857142857143
547,AER: Memories of Old,Switch,70,6.642857142857143,2019,6.642857142857143
548,Resident Evil 0,Switch,70,7.0,2019,6.642857142857143
549,Layers of Fear 2,PC,70,6.2,2019,6.642857142857143
550,Conarium,XONE,70,6.5,2019,6.642857142857143
551,Redout,Switch,70,7.3,2019,6.642857142857143
552,Mage's Initiation: Reign of the Elements,PC,70,6.8,2019,6.642857142857143
553,Code Vein,PS4,70,7.9,2019,6.642857142857143
554,Nelke & the Legendary Alchemists: Ateliers of the New World,Switch,70,7.2,2019,6.642857142857143
555,Tech Support: Error Unknown,PC,70,7.2,2019,6.642857142857143
556,Degrees of Separation,PS4,70,5.7,2019,6.642857142857143
557,World War Z,PC,70,6.1,2019,6.642857142857143
558,MXGP 2019,XONE,70,5.4,2019,6.642857142857143
559,Akane,Switch,70,6.642857142857143,2019,6.642857142857143
560,Snooker 19,XONE,70,6.642857142857143,2019,6.642857142857143
561,Saints Row: The Third - The Full Package,Switch,70,5.8,2019,6.642857142857143
562,Beat Cop,Switch,70,6.642857142857143,2019,6.642857142857143
563,Falcon Age,PS4,70,6.3,2019,6.642857142857143
564,The Dark Pictures - Man of Medan,XONE,70,6.5,2019,6.642857142857143
565,The Angry Birds Movie 2 VR: Under Pressure,PS4,70,7.9,2019,6.642857142857143
566,RICO,Switch,70,6.5,2019,6.642857142857143
567,Nintendo Labo: Toycon 04 VR Kit,Switch,70,6.4,2019,6.642857142857143
568,Deadly Premonition Origins,Switch,70,7.4,2019,6.642857142857143
569,Super Dragon Ball Heroes: World Mission,Switch,69,7.4,2019,6.055555555555554
570,Genesis Alpha One,XONE,69,3.0,2019,6.055555555555554
571,Wolfenstein: Youngblood,PC,69,2.2,2019,6.055555555555554
572,Chocobo's Mystery Dungeon: Every Buddy!,PS4,69,7.2,2019,6.055555555555554
573,Mages of Mystralia,Switch,69,6.0,2019,6.055555555555554
574,Felix the Reaper,XONE,69,7.5,2019,6.055555555555554
575,The Dark Pictures - Man of Medan,PS4,69,5.8,2019,6.055555555555554
576,Hitman HD Enhanced Collection,PS4,69,2.2,2019,6.055555555555554
577,Blair Witch,PC,69,6.3,2019,6.055555555555554
578,The Liar Princess and the Blind Prince,PS4,69,6.8,2019,6.055555555555554
579,The Blackout Club,XONE,69,7.8,2019,6.055555555555554
580,Erica,PS4,69,7.0,2019,6.055555555555554
581,Rebel Cops,PC,69,6.3,2019,6.055555555555554
582,The Mage's Tale,PS4,69,5.6,2019,6.055555555555554
583,Warhammer: Chaosbane,PC,69,5.1,2019,6.055555555555554
584,Mario & Sonic at the Olympic Games: Tokyo 2020,Switch,69,6.8,2019,6.055555555555554
585,Oninaki,PS4,69,5.5,2019,6.055555555555554
586,Aftercharge,XONE,69,6.3,2019,6.055555555555554
587,The Occupation,XONE,69,3.8,2019,6.055555555555554
588,Tannenberg,PC,69,8.7,2019,6.055555555555554
589,Q.U.B.E. 2,Switch,69,7.3,2019,6.055555555555554
590,Crystar,PS4,69,6.2,2019,6.055555555555554
591,Overland,PC,69,7.1,2019,6.055555555555554
592,Dragon Marked For Death,Switch,69,7.4,2019,6.055555555555554
593,Earth Defense Force: Iron Rain,PS4,69,5.5,2019,6.055555555555554
594,ToeJam & Earl: Back in the Groove,XONE,69,6.0,2019,6.055555555555554
595,Sea of Solitude,PS4,69,6.7,2019,6.055555555555554
596,Daemon X Machina,Switch,68,7.1,2019,6.2058823529411775
597,Layers of Fear 2,PS4,68,6.3,2019,6.2058823529411775
598,Wolfenstein: Youngblood,XONE,68,2.1,2019,6.2058823529411775
599,Night Call,PC,68,5.4,2019,6.2058823529411775
600,Call of Cthulhu: The Official Video Game,Switch,68,7.0,2019,6.2058823529411775
601,Automachef,Switch,68,6.2058823529411775,2019,6.2058823529411775
602,Kill la Kill: IF,PS4,68,7.6,2019,6.2058823529411775
603,Vampyr,Switch,68,7.1,2019,6.2058823529411775
604,The Wizards: Enhanced Edition,PS4,68,6.1,2019,6.2058823529411775
605,Friday The 13th: The Game - Ultimate Slasher Switch Edition,Switch,68,5.4,2019,6.2058823529411775
606,Smoke and Sacrifice,PS4,68,7.0,2019,6.2058823529411775
607,Pathway,PC,68,6.7,2019,6.2058823529411775
608,American Fugitive,XONE,68,6.2058823529411775,2019,6.2058823529411775
609,The Hong Kong Massacre,PC,68,5.7,2019,6.2058823529411775
610,Rain of Reflections: Chapter 1,PC,68,6.2058823529411775,2019,6.2058823529411775
611,Effie,PS4,68,7.1,2019,6.2058823529411775
612,Project Nimbus: Complete Edition,Switch,68,6.2058823529411775,2019,6.2058823529411775
613,The Occupation,PC,68,3.9,2019,6.2058823529411775
614,Rad,Switch,68,6.9,2019,6.2058823529411775
615,Oninaki,Switch,68,6.9,2019,6.2058823529411775
616,MXGP 2019,PS4,68,6.2058823529411775,2019,6.2058823529411775
617,Lapis x Labyrinth,Switch,68,7.2,2019,6.2058823529411775
618,Giga Wrecker Alt.,PS4,67,6.389473684210526,2019,6.389473684210526
619,The King's Bird,Switch,67,6.389473684210526,2019,6.389473684210526
620,Nelke & the Legendary Alchemists: Ateliers of the New World,PS4,67,3.8,2019,6.389473684210526
621,Riverbond,XONE,67,6.0,2019,6.389473684210526
622,Outward,PC,67,7.3,2019,6.389473684210526
623,Double Cross,Switch,67,6.7,2019,6.389473684210526
624,MediEvil,PS4,67,8.3,2019,6.389473684210526
625,Total War: Three Kingdoms - Eight Princes,PC,67,6.389473684210526,2019,6.389473684210526
626,Rainswept,PC,67,6.4,2019,6.389473684210526
627,Jet Kave Adventure,Switch,67,6.4,2019,6.389473684210526
628,Mini-Mech Mayhem,PS4,67,5.9,2019,6.389473684210526
629,Weedcraft Inc,PC,67,7.2,2019,6.389473684210526
630,Genesis Alpha One,PC,67,4.3,2019,6.389473684210526
631,RAGE 2,PS4,67,5.8,2019,6.389473684210526
632,Travis Strikes Again: No More Heroes - Complete Edition,PS4,67,3.0,2019,6.389473684210526
633,Pathologic 2,PC,67,8.3,2019,6.389473684210526
634,Felix the Reaper,Switch,67,7.4,2019,6.389473684210526
635,Travis Strikes Again: No More Heroes,Switch,67,7.8,2019,6.389473684210526
636,Elli,Switch,67,6.389473684210526,2019,6.389473684210526
637,Redeemer: Enhanced Edition,PS4,67,7.0,2019,6.389473684210526
638,World War Z,PS4,67,6.2,2019,6.389473684210526
639,LEGRAND LEGACY: Tale of the Fatebounds,Switch,67,7.0,2019,6.389473684210526
640,Onimusha: Warlords,PC,67,6.6,2019,6.389473684210526
641,Giga Wrecker Alt.,Switch,67,6.389473684210526,2019,6.389473684210526
642,YIIK: A Postmodern RPG,PC,66,3.1,2019,5.769230769230769
643,Windscape,Switch,66,5.769230769230769,2019,5.769230769230769
644,Blair Witch,XONE,66,6.6,2019,5.769230769230769
645,Ghostbusters: The Video Game Remastered,PS4,66,6.4,2019,5.769230769230769
646,Redeemer: Enhanced Edition,XONE,66,5.769230769230769,2019,5.769230769230769
647,The Sinking City,XONE,66,6.2,2019,5.769230769230769
648,Fitness Boxing,Switch,66,7.0,2019,5.769230769230769
649,Damsel,XONE,66,5.5,2019,5.769230769230769
650,Golem Gates,Switch,66,5.769230769230769,2019,5.769230769230769
651,Galaxy Champions TV,Switch,66,5.769230769230769,2019,5.769230769230769
652,American Fugitive,PC,66,6.7,2019,5.769230769230769
653,Vaporum,XONE,66,5.769230769230769,2019,5.769230769230769
654,Truberbrook: A Nerd Saves the World,PC,66,4.5,2019,5.769230769230769
655,Ghostbusters: The Video Game Remastered,XONE,66,5.6,2019,5.769230769230769
656,Fairy Fencer F: Advent Dark Force,Switch,66,5.7,2019,5.769230769230769
657,ToeJam & Earl: Back in the Groove,PS4,66,6.4,2019,5.769230769230769
658,American Fugitive,PS4,66,5.5,2019,5.769230769230769
659,Riverbond,PS4,66,5.8,2019,5.769230769230769
660,A Knight's Quest,XONE,65,4.6,2019,5.270588235294118
661,Senran Kagura Burst Re:Newal,PS4,65,4.2,2019,5.270588235294118
662,The LEGO Movie 2 Videogame,XONE,65,4.3,2019,5.270588235294118
663,Close to the Sun,PC,65,4.9,2019,5.270588235294118
664,Wolfenstein: Youngblood,Switch,65,3.6,2019,5.270588235294118
665,Degrees of Separation,XONE,65,5.270588235294118,2019,5.270588235294118
666,Anthem,XONE,65,3.9,2019,5.270588235294118
667,Dangerous Driving,XONE,65,5.2,2019,5.270588235294118
668,Dry Drowning,PC,65,8.0,2019,5.270588235294118
669,The Church in the Darkness,PC,65,5.0,2019,5.270588235294118
670,Graveyard Keeper,Switch,65,5.270588235294118,2019,5.270588235294118
671,Sniper Elite V2 Remastered,PS4,65,3.6,2019,5.270588235294118
672,One Piece: World Seeker,XONE,65,4.9,2019,5.270588235294118
673,Kill la Kill: IF,Switch,65,6.6,2019,5.270588235294118
674,Star Wars Jedi Knight II: Jedi Outcast,Switch,65,7.3,2019,5.270588235294118
675,Conarium,PS4,65,3.5,2019,5.270588235294118
676,Outward,XONE,65,7.8,2019,5.270588235294118
677,Metal Wolf Chaos XD,PC,65,5.1,2019,5.270588235294118
678,Monster Energy Supercross:  The Official Videogame 2,XONE,65,7.1,2019,5.270588235294118
679,Warsaw,PC,64,7.5,2019,5.684615384615385
680,Ancestors: The Humankind Odyssey,PC,64,5.9,2019,5.684615384615385
681,Genesis Alpha One,PS4,64,3.6,2019,5.684615384615385
682,Little Town Hero,Switch,64,4.4,2019,5.684615384615385
683,Xenon Racer,PC,64,5.6,2019,5.684615384615385
684,The Caligula Effect: Overdose,PS4,64,6.1,2019,5.684615384615385
685,Pagan Online,PC,64,6.1,2019,5.684615384615385
686,Xenon Racer,PS4,64,6.1,2019,5.684615384615385
687,ChromaGun VR,PS4,64,5.5,2019,5.684615384615385
688,Snooker 19,PS4,64,4.5,2019,5.684615384615385
689,YIIK: A Postmodern RPG,Switch,64,5.1,2019,5.684615384615385
690,Sea of Solitude,PC,64,6.7,2019,5.684615384615385
691,Snooker 19,Switch,64,5.684615384615385,2019,5.684615384615385
692,MX vs. ATV All Out: Anniversary Edition,XONE,64,5.684615384615385,2019,5.684615384615385
693,The Sinking City,PS4,64,6.8,2019,5.684615384615385
694,Wolfenstein: Youngblood,PS4,63,2.6,2019,5.013333333333334
695,Super Monkey Ball: Banana Blitz HD,Switch,63,5.1,2019,5.013333333333334
696,The World Next Door,Switch,63,6.3,2019,5.013333333333334
697,Jon Shafer's At the Gates,PC,63,5.8,2019,5.013333333333334
698,Layers of Fear 2,XONE,63,6.6,2019,5.013333333333334
699,Metal Wolf Chaos XD,PS4,63,6.1,2019,5.013333333333334
700,Arcade Classics Anniversary Collection,PS4,63,4.5,2019,5.013333333333334
701,Space Junkies,PS4,63,3.4,2019,5.013333333333334
702,Citizens of Space,PS4,63,5.013333333333334,2019,5.013333333333334
703,Deliver Us The Moon: Fortuna,PC,63,5.7,2019,5.013333333333334
704,8-Bit Hordes,PS4,63,2.5,2019,5.013333333333334
705,The Blackout Club,PC,63,8.0,2019,5.013333333333334
706,The Occupation,PS4,63,3.5,2019,5.013333333333334
707,Warhammer: Chaosbane,PS4,63,4.3,2019,5.013333333333334
708,Bubsy: Paws on Fire,PS4,63,7.7,2019,5.013333333333334
709,Tom Clancy's Ghost Recon: Breakpoint,XONE,63,3.1,2019,5.013333333333334
710,Etherborn,Switch,62,6.1,2019,6.1
711,Groundhog Day: Like Father Like Son,PS4,62,5.0,2019,6.1
712,The Last Remnant Remastered,Switch,62,6.5,2019,6.1
713,Sniper Elite V2 Remastered,Switch,62,7.2,2019,6.1
714,198X,PC,62,5.9,2019,6.1
715,Mable & The Wood,PC,62,6.1,2019,6.1
716,Giga Wrecker Alt.,XONE,62,6.1,2019,6.1
717,Dangerous Driving,PS4,62,3.8,2019,6.1
718,Intruders: Hide and Seek,PS4,62,6.3,2019,6.1
719,Conan Unconquered,PC,62,4.8,2019,6.1
720,Senran Kagura: Peach Ball,Switch,62,7.6,2019,6.1
721,Super Monkey Ball: Banana Blitz HD,PS4,62,6.3,2019,6.1
722,Outward,PS4,62,7.0,2019,6.1
723,Daymare: 1998,PC,62,6.6,2019,6.1
724,Rad Rodgers: Radical Edition,Switch,62,6.1,2019,6.1
725,Super Neptunia RPG,Switch,62,5.8,2019,6.1
726,Absolver,XONE,62,6.1,2019,6.1
727,Warparty,PC,62,5.4,2019,6.1
728,Dragon Quest,Switch,62,6.6,2019,6.1
729,The friends of Ringo Ishikawa,Switch,62,6.7,2019,6.1
730,Sphinx and the Cursed Mummy,Switch,61,7.0,2019,5.755555555555556
731,Dead by Daylight,Switch,61,6.2,2019,5.755555555555556
732,The Sinking City,Switch,61,7.3,2019,5.755555555555556
733,Jump Force,XONE,61,4.8,2019,5.755555555555556
734,Monkey King: Hero is Back,PS4,61,6.9,2019,5.755555555555556
735,Asphalt 9: Legends,Switch,61,7.2,2019,5.755555555555556
736,Sniper Elite V2 Remastered,PC,61,4.0,2019,5.755555555555556
737,RemiLore: Lost Girl in the Lands of Lore,Switch,61,6.4,2019,5.755555555555556
738,Catan,Switch,61,2.0,2019,5.755555555555556
739,Super Cane Magic ZERO,Switch,60,6.7,2019,5.781818181818182
740,Massira,PS4,60,5.5,2019,5.781818181818182
741,The Caligula Effect: Overdose,Switch,60,6.3,2019,5.781818181818182
742,Dragon Quest II: Luminaries of the Legendary Line,Switch,60,6.8,2019,5.781818181818182
743,Truck Racing Championship,PS4,60,5.781818181818182,2019,5.781818181818182
744,Arcade Classics Anniversary Collection,Switch,60,5.781818181818182,2019,5.781818181818182
745,Crackdown 3,XONE,60,4.2,2019,5.781818181818182
746,Assassin's Creed III Remastered,Switch,60,6.7,2019,5.781818181818182
747,Super Neptunia RPG,PS4,60,3.2,2019,5.781818181818182
748,Power Rangers: Battle for the Grid,Switch,60,6.7,2019,5.781818181818182
749,Zombie Driver: Immortal Edition,Switch,60,5.781818181818182,2019,5.781818181818182
750,Warlocks 2: God Slayers,Switch,60,7.2,2019,5.781818181818182
751,Claybook,Switch,60,6.3,2019,5.781818181818182
752,Jump Force,PC,60,4.0,2019,5.781818181818182
753,YIIK: A Postmodern RPG,PS4,59,4.5,2019,4.725
754,Vambrace: Cold Soul,PC,59,5.6,2019,4.725
755,Immortal Legacy: The Jade Cipher,PS4,59,7.6,2019,4.725
756,A Knight's Quest,Switch,59,3.7,2019,4.725
757,Darksiders III: Keepers of the Void,PS4,59,2.0,2019,4.725
758,Utawarerumono Zan,PS4,59,3.6,2019,4.725
759,Vambrace: Cold Soul,Switch,59,4.725,2019,4.725
760,Our World Is Ended.,Switch,59,6.8,2019,4.725
761,Stranded Sails: Explorers of the Cursed Islands,Switch,59,4.725,2019,4.725
762,12 is Better Than 6,Switch,59,4.725,2019,4.725
763,Anthem,PC,59,4.0,2019,4.725
764,SolSeraph,XONE,58,4.659999999999999,2019,4.659999999999999
765,One Piece: World Seeker,PS4,58,3.8,2019,4.659999999999999
766,Jupiter & Mars,PS4,58,5.3,2019,4.659999999999999
767,The Church in the Darkness,XONE,58,4.8,2019,4.659999999999999
768,The Church in the Darkness,PS4,58,3.0,2019,4.659999999999999
769,Venture Kid,Switch,58,6.4,2019,4.659999999999999
770,Vicious Circle,PC,58,4.659999999999999,2019,4.659999999999999
771,Turok 2: Seeds of Evil Remaster,Switch,58,4.659999999999999,2019,4.659999999999999
772,Fade to Silence,PC,57,4.6,2019,4.271428571428571
773,The Princess Guide,Switch,57,4.6,2019,4.271428571428571
774,Stranger Things 3: The Game,PS4,57,4.9,2019,4.271428571428571
775,The LEGO Movie 2 Videogame,PS4,57,1.4,2019,4.271428571428571
776,Tom Clancy's Ghost Recon: Breakpoint,PC,57,2.2,2019,4.271428571428571
777,The Bradwell Conspiracy,XONE,57,4.271428571428571,2019,4.271428571428571
778,Destiny Connect: Tick-Tock Travelers,Switch,57,5.3,2019,4.271428571428571
779,Fade to Silence,XONE,57,6.9,2019,4.271428571428571
780,Warplanes: WW2 Dogfight,Switch,56,4.3999999999999995,2019,4.3999999999999995
781,Jump Force,PS4,56,4.1,2019,4.3999999999999995
782,The LEGO Movie 2 Videogame,Switch,56,4.3,2019,4.3999999999999995
783,Contra: Rogue Corps,XONE,56,4.8,2019,4.3999999999999995
784,Tom Clancy's Ghost Recon: Breakpoint,PS4,55,2.7,2019,4.6000000000000005
785,Solo: Islands of the Heart,Switch,55,4.6000000000000005,2019,4.6000000000000005
786,Metal Wolf Chaos XD,XONE,55,6.7,2019,4.6000000000000005
787,Bitlogic - A Cyberpunk Arcade Adventure,Switch,55,4.6000000000000005,2019,4.6000000000000005
788,Fade to Silence,PS4,55,4.4,2019,4.6000000000000005
789,Anthem,PS4,54,3.4,2019,4.566666666666666
790,Feather,Switch,54,4.566666666666666,2019,4.566666666666666
791,The Great Perhaps,PC,54,7.6,2019,4.566666666666666
792,Crackdown 3,PC,54,2.7,2019,4.566666666666666
793,Whipseey and the Lost Atlas,Switch,54,4.566666666666666,2019,4.566666666666666
794,Grimshade,PC,54,4.566666666666666,2019,4.566666666666666
795,The Padre,Switch,54,4.566666666666666,2019,4.566666666666666
796,SolSeraph,PS4,53,3.6,2019,3.95
797,Contra: Rogue Corps,PS4,53,4.3,2019,3.95
798,Little Friends: Dogs & Cats,Switch,53,3.95,2019,3.95
799,Eden-Tomorrow,PS4,52,5.7,2019,5.3
800,BANNERMEN,PC,52,7.0,2019,5.3
801,Stranger Things 3: The Game,Switch,52,6.7,2019,5.3
802,Fimbul,PS4,52,1.8,2019,5.3
803,V-Rally 4,Switch,51,6.7,2019,5.8
804,Generation Zero,PC,51,5.3,2019,5.8
805,Silver Chains,PC,51,5.4,2019,5.8
806,Dance of Death: Du Lac & Fey,PC,51,5.8,2019,5.8
807,Generation Zero,XONE,50,5.8,2019,4.825
808,Leisure Suit Larry: Wet Dreams Don't Dry,Switch,50,5.4,2019,4.825
809,Wolfenstein: Cyberpilot,PS4,50,3.8,2019,4.825
810,Headspun,PC,50,4.825,2019,4.825
811,Modern Combat: Blackout,Switch,50,4.3,2019,4.825
812,The Forbidden Arts,Switch,50,4.825,2019,4.825
813,Vane,PS4,49,5.0,2019,4.8
814,Decay of Logos,PS4,49,4.6,2019,4.8
815,Devil's Hunt,PC,48,5.6,2019,5.6
816,Monster Jam Steel Titans,XONE,47,5.4,2019,5.4
817,Generation Zero,PS4,45,5.6,2019,5.6
818,Submersed,PS4,44,4.4,2019,4.4
819,FIFA 20: Legacy Edition,Switch,43,0.8,2019,0.8
820,WWE 2K20,PS4,42,1.5,2019,1.2
821,WWE 2K20,XONE,42,0.9,2019,1.2
822,Dollhouse,PS4,41,5.1,2019,5.1
823,Contra: Rogue Corps,Switch,40,4.7,2019,4.7
824,Blades of Time,Switch,38,,2019,
825,Left Alive,PS4,37,8.4,2019,8.4
826,Eternity: The Last Unicorn,PS4,36,5.0,2019,5.0
